# file: Allelelist.280.txt
# date: 2018-11-30
# version: IPD-KIR 2.8.0
# origin: https://github.com/ANHIG/IPDKIR/Allelelist.280.txt
# repository: https://raw.githubusercontent.com/ANHIG/IPDKIR/Latest/Allelelist.280.txt
# author: WHO, Steven G. E. Marsh (steven.marsh@ucl.ac.uk)
AlleleID,Allele
KIR00817,KIR2DL1*030
KIR00818,KIR2DL1*031
KIR00865,KIR2DL1*032N
KIR00899,KIR2DL1*033
KIR00900,KIR2DL1*034
KIR00954,KIR2DL1*035
KIR00955,KIR2DL1*036
KIR00980,KIR2DL1*037
KIR00981,KIR2DL1*038
KIR00010,KIR2DL2*0010101
KIR00405,KIR2DL2*0010102
KIR00407,KIR2DL2*0010103
KIR00410,KIR2DL2*0010104
KIR00618,KIR2DL2*0010105
KIR00645,KIR2DL2*0010106
KIR00630,KIR2DL2*0010107
KIR00324,KIR2DL2*00102
KIR00850,KIR2DL2*00103
KIR00011,KIR2DL2*002
KIR00012,KIR2DL2*0030101
KIR00316,KIR2DL2*0030102
KIR00335,KIR2DL2*0030103
KIR00406,KIR2DL2*0030104
KIR00408,KIR2DL2*0030105
KIR00409,KIR2DL2*0030106
KIR00411,KIR2DL2*0030107
KIR00587,KIR2DL2*00302
KIR00653,KIR2DL2*00303
KIR00654,KIR2DL2*00304
KIR00013,KIR2DL2*004
KIR00096,KIR2DL2*005
KIR00325,KIR2DL2*00601
KIR00326,KIR2DL2*00602
KIR00328,KIR2DL2*007
KIR00584,KIR2DL2*008
KIR00585,KIR2DL2*009
KIR00586,KIR2DL2*010
KIR00661,KIR2DL2*011
KIR00678,KIR2DL2*012
KIR00765,KIR2DL2*013
KIR00984,KIR2DL2*014
KIR00985,KIR2DL2*015
KIR00014,KIR2DL3*0010101
KIR00412,KIR2DL3*0010102
KIR00413,KIR2DL3*0010103
KIR00415,KIR2DL3*0010104
KIR00416,KIR2DL3*0010105
KIR00417,KIR2DL3*0010106
KIR00418,KIR2DL3*0010107
KIR00419,KIR2DL3*0010108
KIR00619,KIR2DL3*0010109
KIR00631,KIR2DL3*0010110
KIR00657,KIR2DL3*0010111
KIR00566,KIR2DL3*00102
KIR00569,KIR2DL3*00103
KIR00656,KIR2DL3*00104
KIR00671,KIR2DL3*00105
KIR00689,KIR2DL3*00106
KIR00691,KIR2DL3*00107
KIR00695,KIR2DL3*00108
KIR00732,KIR2DL3*00109
KIR00734,KIR2DL3*00110
KIR00015,KIR2DL3*0020101
KIR00435,KIR2DL3*0020102
KIR00646,KIR2DL3*0020103
KIR00016,KIR2DL3*003
KIR00017,KIR2DL3*004
KIR00018,KIR2DL3*00501
KIR00806,KIR2DL3*00502
KIR00019,KIR2DL3*006
KIR00128,KIR2DL3*007
KIR00313,KIR2DL3*008N
KIR00314,KIR2DL3*009
KIR00414,KIR2DL3*010
KIR00567,KIR2DL3*011
KIR00568,KIR2DL3*01201
KIR00660,KIR2DL3*01202
KIR00570,KIR2DL3*013
KIR00571,KIR2DL3*014
KIR00588,KIR2DL3*015
KIR00589,KIR2DL3*016
KIR00655,KIR2DL3*017
KIR00659,KIR2DL3*01801
KIR00895,KIR2DL3*01802
KIR00687,KIR2DL3*019
KIR00693,KIR2DL3*020
KIR00697,KIR2DL3*021
KIR00683,KIR2DL3*022
KIR00703,KIR2DL3*023
KIR00704,KIR2DL3*024
KIR00733,KIR2DL3*025
KIR00735,KIR2DL3*026
KIR00736,KIR2DL3*027
KIR00737,KIR2DL3*028
KIR00738,KIR2DL3*029
KIR00739,KIR2DL3*030
KIR00740,KIR2DL3*031
KIR00741,KIR2DL3*032
KIR00849,KIR2DL3*033
KIR00879,KIR2DL3*034
KIR00945,KIR2DL3*035
KIR00020,KIR2DL4*00101
KIR00021,KIR2DL4*0010201
KIR00424,KIR2DL4*0010202
KIR00112,KIR2DL4*0010301
KIR00115,KIR2DL4*0010302
KIR00420,KIR2DL4*0010303
KIR00421,KIR2DL4*0010304
KIR00422,KIR2DL4*0010305
KIR00423,KIR2DL4*0010306
KIR00425,KIR2DL4*0010307
KIR00620,KIR2DL4*0010308
KIR00119,KIR2DL4*00104
KIR00129,KIR2DL4*00105
KIR00969,KIR2DL4*00106
KIR00022,KIR2DL4*00201
KIR00023,KIR2DL4*00202
KIR00024,KIR2DL4*003
KIR00025,KIR2DL4*004
KIR00026,KIR2DL4*00501
KIR00901,KIR2DL4*00503
KIR00902,KIR2DL4*00504
KIR00027,KIR2DL4*00601
KIR00130,KIR2DL4*00602
KIR00913,KIR2DL4*00603
KIR00028,KIR2DL4*007
KIR00109,KIR2DL4*0080101
KIR00110,KIR2DL4*0080102
KIR00117,KIR2DL4*0080103
KIR00213,KIR2DL4*0080104
KIR00436,KIR2DL4*0080105
KIR00111,KIR2DL4*0080201
KIR00116,KIR2DL4*0080202
KIR00437,KIR2DL4*0080203
KIR00647,KIR2DL4*0080204
KIR00118,KIR2DL4*00901
KIR00520,KIR2DL4*00902
KIR00114,KIR2DL4*010
KIR00113,KIR2DL4*01101
KIR00991,KIR2DL4*01102
KIR00212,KIR2DL4*01201
KIR00593,KIR2DL4*01202
KIR00512,KIR2DL4*013
KIR00521,KIR2DL4*014
KIR00522,KIR2DL4*015
KIR00523,KIR2DL4*016
KIR00591,KIR2DL4*017
KIR00592,KIR2DL4*018
KIR00594,KIR2DL4*019
KIR00595,KIR2DL4*020
KIR00596,KIR2DL4*021
KIR00590,KIR2DL4*022
KIR00668,KIR2DL4*023
KIR00670,KIR2DL4*024
KIR00672,KIR2DL4*025
KIR00674,KIR2DL4*026
KIR00675,KIR2DL4*027
KIR00748,KIR2DL4*028
KIR00826,KIR2DL4*029
KIR00830,KIR2DL4*030
KIR00828,KIR2DL4*031
KIR00904,KIR2DL4*032
KIR00905,KIR2DL4*033
KIR00903,KIR2DL4*034
KIR00909,KIR2DL4*035
KIR00912,KIR2DL4*036
KIR00914,KIR2DL4*037
KIR00928,KIR2DL4*038
KIR00967,KIR2DL4*039
KIR00968,KIR2DL4*040
KIR00990,KIR2DL4*041
KIR00029,KIR2DL5A*0010101
KIR00300,KIR2DL5A*0010102
KIR00439,KIR2DL5A*0010103
KIR00259,KIR2DL5A*00102
KIR00260,KIR2DL5A*00103
KIR00262,KIR2DL5A*00104
KIR00263,KIR2DL5A*00105
KIR00095,KIR2DL5A*0050101
KIR00249,KIR2DL5A*0050102
KIR00438,KIR2DL5A*0050103
KIR00440,KIR2DL5A*0050104
KIR00391,KIR2DL5A*01201
KIR00389,KIR2DL5A*01202
KIR00536,KIR2DL5A*014
KIR00537,KIR2DL5A*015
KIR00882,KIR2DL5A*021
KIR00907,KIR2DL5A*022
KIR00992,KIR2DL5A*023
KIR00993,KIR2DL5A*024
KIR00030,KIR2DL5B*0020101
KIR00248,KIR2DL5B*0020102
KIR00301,KIR2DL5B*0020103
KIR00394,KIR2DL5B*0020104
KIR00524,KIR2DL5B*0020106
KIR00632,KIR2DL5B*0020107
KIR00535,KIR2DL5B*0020201
KIR00972,KIR2DL5B*0020202
KIR00802,KIR2DL5B*00203
KIR00994,KIR2DL5B*00204
KIR00031,KIR2DL5B*003
KIR00032,KIR2DL5B*004
KIR00125,KIR2DL5B*00601
KIR00267,KIR2DL5B*00602
KIR00393,KIR2DL5B*00603
KIR00126,KIR2DL5B*0070101
KIR00525,KIR2DL5B*0070102
KIR00244,KIR2DL5B*0080101
KIR00395,KIR2DL5B*0080102
KIR00266,KIR2DL5B*00802
KIR00682,KIR2DL5B*00803
KIR00805,KIR2DL5B*00804
KIR00946,KIR2DL5B*00805
KIR00245,KIR2DL5B*009
KIR00264,KIR2DL5B*010
KIR00265,KIR2DL5B*011
KIR00390,KIR2DL5B*01301
KIR00392,KIR2DL5B*01302
KIR00534,KIR2DL5B*01303
KIR00801,KIR2DL5B*01304
KIR00538,KIR2DL5B*016
KIR00664,KIR2DL5B*017
KIR00684,KIR2DL5B*018
KIR00803,KIR2DL5B*019
KIR00804,KIR2DL5B*020
KIR00052,KIR2DP1*00101
KIR00127,KIR2DP1*0010201
KIR00649,KIR2DP1*0010202
KIR00634,KIR2DP1*0010203
KIR00694,KIR2DP1*00103
KIR00053,KIR2DP1*0020101
KIR00293,KIR2DP1*0020102
KIR00442,KIR2DP1*0020103
KIR00443,KIR2DP1*0020104
KIR00444,KIR2DP1*0020105
KIR00445,KIR2DP1*0020106
KIR00621,KIR2DP1*0020107
KIR00633,KIR2DP1*0020108
KIR00625,KIR2DP1*0020109
KIR00474,KIR2DP1*0020110
KIR00690,KIR2DP1*00202
KIR00880,KIR2DP1*00203
KIR00892,KIR2DP1*00204
KIR00242,KIR2DP1*0030101
KIR00648,KIR2DP1*0030102
KIR00473,KIR2DP1*004
KIR00475,KIR2DP1*006
KIR00476,KIR2DP1*007
KIR00477,KIR2DP1*008
KIR00478,KIR2DP1*009
KIR00622,KIR2DP1*010
KIR00692,KIR2DP1*011
KIR00686,KIR2DP1*012
KIR00688,KIR2DP1*013
KIR00685,KIR2DP1*014
KIR00861,KIR2DP1*015
KIR00881,KIR2DP1*016
KIR00884,KIR2DP1*017
KIR00886,KIR2DP1*018
KIR00894,KIR2DP1*019
KIR00949,KIR2DP1*020
KIR00950,KIR2DP1*021
KIR00951,KIR2DP1*022
KIR00952,KIR2DP1*023
KIR00953,KIR2DP1*024
KIR00033,KIR2DS1*001
KIR00034,KIR2DS1*0020101
KIR00298,KIR2DS1*0020102
KIR00296,KIR2DS1*0020103
KIR00426,KIR2DS1*0020104
KIR00427,KIR2DS1*0020105
KIR00428,KIR2DS1*0020106
KIR00255,KIR2DS1*00202
KIR00035,KIR2DS1*00301
KIR00254,KIR2DS1*00302
KIR00036,KIR2DS1*004
KIR00252,KIR2DS1*00501
KIR00256,KIR2DS1*00502
KIR00253,KIR2DS1*006
KIR00271,KIR2DS1*008
KIR00797,KIR2DS1*009
KIR00037,KIR2DS2*0010101
KIR00302,KIR2DS2*0010102
KIR00270,KIR2DS2*0010103
KIR00336,KIR2DS2*0010104
KIR00446,KIR2DS2*0010105
KIR00447,KIR2DS2*0010106
KIR00448,KIR2DS2*0010107
KIR00449,KIR2DS2*0010108
KIR00450,KIR2DS2*0010109
KIR00451,KIR2DS2*0010110
KIR00623,KIR2DS2*0010111
KIR00635,KIR2DS2*0010112
KIR00097,KIR2DS2*00102
KIR00098,KIR2DS2*00103
KIR00211,KIR2DS2*00104
KIR00973,KIR2DS2*00105
KIR00038,KIR2DS2*002
KIR00039,KIR2DS2*003
KIR00040,KIR2DS2*004
KIR00041,KIR2DS2*005
KIR00337,KIR2DS2*006
KIR00530,KIR2DS2*007
KIR00531,KIR2DS2*008
KIR00906,KIR2DS2*009
KIR00042,KIR2DS3*00101
KIR00043,KIR2DS3*00102
KIR00044,KIR2DS3*0010301
KIR00636,KIR2DS3*0010302
KIR00272,KIR2DS3*00104
KIR00321,KIR2DS3*00105
KIR00322,KIR2DS3*00106
KIR00131,KIR2DS3*0020101
KIR00429,KIR2DS3*0020102
KIR00652,KIR2DS3*0020103
KIR00232,KIR2DS3*003N
KIR00273,KIR2DS3*004
KIR00529,KIR2DS3*005
KIR00663,KIR2DS3*006
KIR00699,KIR2DS3*007
KIR00885,KIR2DS3*008
KIR00045,KIR2DS4*0010101
KIR00092,KIR2DS4*0010102
KIR00099,KIR2DS4*0010103
KIR00452,KIR2DS4*0010104
KIR00453,KIR2DS4*0010105
KIR00496,KIR2DS4*0010106
KIR00499,KIR2DS4*0010107
KIR00498,KIR2DS4*0010108
KIR00497,KIR2DS4*0010109
KIR00046,KIR2DS4*00102
KIR00274,KIR2DS4*00103
KIR00327,KIR2DS4*00104
KIR00820,KIR2DS4*00105
KIR00947,KIR2DS4*00106
KIR00048,KIR2DS4*0030101
KIR00318,KIR2DS4*0030102
KIR00430,KIR2DS4*0030103
KIR00431,KIR2DS4*0030104
KIR00089,KIR2DS4*0040101
KIR00637,KIR2DS4*0040102
KIR00090,KIR2DS4*0060101
KIR00651,KIR2DS4*0060102
KIR00132,KIR2DS4*007
KIR00258,KIR2DS4*008
KIR00275,KIR2DS4*009
KIR00315,KIR2DS4*010
KIR00320,KIR2DS4*01101
KIR00341,KIR2DS4*01102
KIR00323,KIR2DS4*012
KIR00338,KIR2DS4*013
KIR00340,KIR2DS4*014
KIR00342,KIR2DS4*015
KIR00731,KIR2DS4*016
KIR00819,KIR2DS4*017
KIR00821,KIR2DS4*018
KIR00995,KIR2DS4*019
KIR00996,KIR2DS4*020
KIR00049,KIR2DS5*001
KIR00050,KIR2DS5*0020101
KIR00299,KIR2DS5*0020102
KIR00297,KIR2DS5*0020103
KIR00433,KIR2DS5*0020104
KIR00532,KIR2DS5*00202
KIR00051,KIR2DS5*003
KIR00100,KIR2DS5*004
KIR00101,KIR2DS5*00501
KIR00706,KIR2DS5*00502
KIR00276,KIR2DS5*006
KIR00277,KIR2DS5*007
KIR00278,KIR2DS5*00801
KIR00339,KIR2DS5*00802
KIR00319,KIR2DS5*009
KIR00432,KIR2DS5*010
KIR00665,KIR2DS5*011
KIR00680,KIR2DS5*01201
KIR00970,KIR2DS5*01202
KIR00822,KIR2DS5*013
KIR00824,KIR2DS5*014
KIR00878,KIR2DS5*015
KIR00893,KIR2DS5*016
KIR00948,KIR2DS5*017
KIR00054,KIR3DL1*0010101
KIR00434,KIR3DL1*0010102
KIR00761,KIR3DL1*0010103
KIR00964,KIR3DL1*0010104
KIR00965,KIR3DL1*0010105
KIR00055,KIR3DL1*00102
KIR00809,KIR3DL1*00103
KIR00857,KIR3DL1*00104
KIR00877,KIR3DL1*00105
KIR00056,KIR3DL1*002
KIR00058,KIR3DL1*0040101
KIR00758,KIR3DL1*0040102
KIR00762,KIR3DL1*0040103
KIR00059,KIR3DL1*00402
KIR00526,KIR3DL1*00403
KIR00854,KIR3DL1*00404
KIR00060,KIR3DL1*0050101
KIR00456,KIR3DL1*0050102
KIR00707,KIR3DL1*0050103
KIR00716,KIR3DL1*0050104
KIR00718,KIR3DL1*0050105
KIR00160,KIR3DL1*00502
KIR00673,KIR3DL1*00503
KIR00855,KIR3DL1*00504
KIR00873,KIR3DL1*00505
KIR00061,KIR3DL1*006
KIR00062,KIR3DL1*0070101
KIR00639,KIR3DL1*0070102
KIR00712,KIR3DL1*0070103
KIR00714,KIR3DL1*0070104
KIR00063,KIR3DL1*008
KIR00064,KIR3DL1*009
KIR00102,KIR3DL1*0150101
KIR00754,KIR3DL1*0150102
KIR00755,KIR3DL1*0150103
KIR00057,KIR3DL1*0150201
KIR00479,KIR3DL1*0150202
KIR00480,KIR3DL1*0150203
KIR00720,KIR3DL1*0150204
KIR00722,KIR3DL1*0150205
KIR00724,KIR3DL1*0150206
KIR00725,KIR3DL1*0150207
KIR00726,KIR3DL1*0150208
KIR00727,KIR3DL1*0150209
KIR00728,KIR3DL1*0150210
KIR00759,KIR3DL1*0150211
KIR00760,KIR3DL1*0150212
KIR00971,KIR3DL1*0150213
KIR00501,KIR3DL1*01503
KIR00676,KIR3DL1*01504
KIR00742,KIR3DL1*01505
KIR00872,KIR3DL1*01506
KIR00104,KIR3DL1*016
KIR00105,KIR3DL1*01701
KIR00233,KIR3DL1*01702
KIR00106,KIR3DL1*018
KIR00108,KIR3DL1*019
KIR00133,KIR3DL1*0200101
KIR00723,KIR3DL1*0200102
KIR00144,KIR3DL1*021
KIR00145,KIR3DL1*022
KIR00147,KIR3DL1*023
KIR00148,KIR3DL1*024N
KIR00149,KIR3DL1*0250101
KIR00756,KIR3DL1*0250102
KIR00757,KIR3DL1*0250103
KIR00150,KIR3DL1*026
KIR00151,KIR3DL1*02701
KIR00745,KIR3DL1*02702
KIR00152,KIR3DL1*028
KIR00153,KIR3DL1*0290101
KIR00638,KIR3DL1*0290102
KIR00154,KIR3DL1*030
KIR00155,KIR3DL1*0310101
KIR00763,KIR3DL1*0310102
KIR00506,KIR3DL1*03102
KIR00156,KIR3DL1*032
KIR00157,KIR3DL1*033
KIR00158,KIR3DL1*034
KIR00159,KIR3DL1*03501
KIR00747,KIR3DL1*03502
KIR00162,KIR3DL1*036
KIR00163,KIR3DL1*037
KIR00169,KIR3DL1*038
KIR00170,KIR3DL1*039
KIR00171,KIR3DL1*040
KIR00172,KIR3DL1*041
KIR00173,KIR3DL1*042
KIR00174,KIR3DL1*043
KIR00161,KIR3DL1*044
KIR00238,KIR3DL1*051
KIR00239,KIR3DL1*052
KIR00240,KIR3DL1*053
KIR00241,KIR3DL1*054
KIR00250,KIR3DL1*056
KIR00251,KIR3DL1*057
KIR00311,KIR3DL1*05901
KIR00860,KIR3DL1*05902
KIR00312,KIR3DL1*060
KIR00310,KIR3DL1*061
KIR00454,KIR3DL1*062
KIR00455,KIR3DL1*063
KIR00500,KIR3DL1*064
KIR00502,KIR3DL1*065
KIR00503,KIR3DL1*066
KIR00504,KIR3DL1*067
KIR00505,KIR3DL1*068
KIR00508,KIR3DL1*069
KIR00509,KIR3DL1*070
KIR00511,KIR3DL1*071
KIR00527,KIR3DL1*072
KIR00528,KIR3DL1*073
KIR00681,KIR3DL1*074
KIR00679,KIR3DL1*075
KIR00701,KIR3DL1*076
KIR00730,KIR3DL1*077
KIR00743,KIR3DL1*079
KIR00744,KIR3DL1*080
KIR00746,KIR3DL1*081N
KIR00767,KIR3DL1*086
KIR00766,KIR3DL1*087
KIR00810,KIR3DL1*088
KIR00811,KIR3DL1*089
KIR00812,KIR3DL1*090
KIR00813,KIR3DL1*091
KIR00814,KIR3DL1*092
KIR00815,KIR3DL1*093
KIR00816,KIR3DL1*094N
KIR00851,KIR3DL1*095
KIR00866,KIR3DL1*096
KIR00867,KIR3DL1*097
KIR00868,KIR3DL1*098
KIR00869,KIR3DL1*099
KIR00859,KIR3DL1*100
KIR00870,KIR3DL1*101
KIR00875,KIR3DL1*102
KIR00876,KIR3DL1*103
KIR00890,KIR3DL1*109
KIR00958,KIR3DL1*110
KIR00960,KIR3DL1*111
KIR00966,KIR3DL1*112
KIR00974,KIR3DL1*113
KIR00983,KIR3DL1*114
KIR00986,KIR3DL1*115
KIR00987,KIR3DL1*116
KIR00988,KIR3DL1*117
KIR00989,KIR3DL1*118
KIR00065,KIR3DL2*0010101
KIR00459,KIR3DL2*0010102
KIR00280,KIR3DL2*00102
KIR00317,KIR3DL2*0010301
KIR00462,KIR3DL2*0010302
KIR00541,KIR3DL2*00104
KIR00796,KIR3DL2*00105
KIR00789,KIR3DL2*00106
KIR00832,KIR3DL2*00107
KIR00937,KIR3DL2*00109
KIR00066,KIR3DL2*0020101
KIR00461,KIR3DL2*0020102
KIR00463,KIR3DL2*0020103
KIR00464,KIR3DL2*0020104
KIR00465,KIR3DL2*0020105
KIR00640,KIR3DL2*0020106
KIR00460,KIR3DL2*00202
KIR00770,KIR3DL2*00203
KIR00847,KIR3DL2*00204
KIR00067,KIR3DL2*00301
KIR00287,KIR3DL2*00302
KIR00774,KIR3DL2*00303
KIR00783,KIR3DL2*00304
KIR00068,KIR3DL2*004
KIR00069,KIR3DL2*00501
KIR00600,KIR3DL2*00502
KIR00070,KIR3DL2*00601
KIR00930,KIR3DL2*00602
KIR00071,KIR3DL2*0070101
KIR00295,KIR3DL2*0070102
KIR00458,KIR3DL2*0070103
KIR00543,KIR3DL2*00702
KIR00778,KIR3DL2*00703
KIR00808,KIR3DL2*00704
KIR00823,KIR3DL2*00705
KIR00841,KIR3DL2*00706
KIR00844,KIR3DL2*00707
KIR00915,KIR3DL2*00708
KIR00927,KIR3DL2*00709
KIR00997,KIR3DL2*00710
KIR00072,KIR3DL2*008
KIR00073,KIR3DL2*00901
KIR00134,KIR3DL2*00902
KIR00457,KIR3DL2*00903
KIR00074,KIR3DL2*01001
KIR00784,KIR3DL2*01002
KIR00840,KIR3DL2*01003
KIR00883,KIR3DL2*01004
KIR00075,KIR3DL2*01101
KIR00544,KIR3DL2*01102
KIR00549,KIR3DL2*01103
KIR00076,KIR3DL2*012
KIR00107,KIR3DL2*01301
KIR00597,KIR3DL2*01302
KIR00598,KIR3DL2*01303
KIR00135,KIR3DL2*014
KIR00136,KIR3DL2*015
KIR00137,KIR3DL2*016
KIR00204,KIR3DL2*017
KIR00205,KIR3DL2*018
KIR00206,KIR3DL2*01901
KIR00931,KIR3DL2*01902
KIR00207,KIR3DL2*020
KIR00210,KIR3DL2*021
KIR00237,KIR3DL2*022
KIR00279,KIR3DL2*023
KIR00281,KIR3DL2*024
KIR00282,KIR3DL2*025
KIR00283,KIR3DL2*026
KIR00284,KIR3DL2*027
KIR00285,KIR3DL2*028
KIR00286,KIR3DL2*029
KIR00288,KIR3DL2*030
KIR00289,KIR3DL2*031
KIR00290,KIR3DL2*032
KIR00291,KIR3DL2*033
KIR00292,KIR3DL2*034
KIR00343,KIR3DL2*035
KIR00344,KIR3DL2*036
KIR00345,KIR3DL2*037
KIR00346,KIR3DL2*038
KIR00347,KIR3DL2*039
KIR00348,KIR3DL2*040
KIR00507,KIR3DL2*041
KIR00539,KIR3DL2*042N
KIR00540,KIR3DL2*04301
KIR00936,KIR3DL2*04302
KIR00542,KIR3DL2*044
KIR00545,KIR3DL2*045
KIR00546,KIR3DL2*046
KIR00547,KIR3DL2*047
KIR00548,KIR3DL2*048
KIR00572,KIR3DL2*049
KIR00578,KIR3DL2*050
KIR00580,KIR3DL2*051
KIR00581,KIR3DL2*052
KIR00582,KIR3DL2*053
KIR00583,KIR3DL2*054
KIR00579,KIR3DL2*055
KIR00624,KIR3DL2*056
KIR00599,KIR3DL2*057
KIR00601,KIR3DL2*058
KIR00602,KIR3DL2*059
KIR00603,KIR3DL2*06001
KIR00934,KIR3DL2*06002
KIR00604,KIR3DL2*061
KIR00615,KIR3DL2*06201
KIR00666,KIR3DL2*06202
KIR00702,KIR3DL2*063
KIR00793,KIR3DL2*064
KIR00794,KIR3DL2*065
KIR00795,KIR3DL2*066
KIR00768,KIR3DL2*067
KIR00769,KIR3DL2*068
KIR00771,KIR3DL2*069
KIR00772,KIR3DL2*070
KIR00773,KIR3DL2*071
KIR00775,KIR3DL2*072
KIR00776,KIR3DL2*073
KIR00777,KIR3DL2*074
KIR00779,KIR3DL2*075
KIR00780,KIR3DL2*076
KIR00781,KIR3DL2*077
KIR00782,KIR3DL2*078
KIR00785,KIR3DL2*07901
KIR00929,KIR3DL2*07902
KIR00786,KIR3DL2*080
KIR00787,KIR3DL2*081
KIR00788,KIR3DL2*082
KIR00807,KIR3DL2*083
KIR00825,KIR3DL2*084
KIR00827,KIR3DL2*085
KIR00829,KIR3DL2*086
KIR00831,KIR3DL2*087
KIR00834,KIR3DL2*088
KIR00836,KIR3DL2*089
KIR00838,KIR3DL2*090
KIR00839,KIR3DL2*091
KIR00842,KIR3DL2*092
KIR00843,KIR3DL2*093
KIR00845,KIR3DL2*094
KIR00846,KIR3DL2*095
KIR00848,KIR3DL2*096
KIR00862,KIR3DL2*097
KIR00888,KIR3DL2*098
KIR00908,KIR3DL2*099
KIR00910,KIR3DL2*10001
KIR00938,KIR3DL2*10002
KIR00911,KIR3DL2*101
KIR00916,KIR3DL2*102
KIR00924,KIR3DL2*103
KIR00925,KIR3DL2*104
KIR00926,KIR3DL2*105
KIR00932,KIR3DL2*10601
KIR00933,KIR3DL2*10701
KIR00935,KIR3DL2*10801
KIR00939,KIR3DL2*109
KIR00962,KIR3DL2*11001
KIR00963,KIR3DL2*11002
KIR00998,KIR3DL2*111
KIR00999,KIR3DL2*112
KIR00077,KIR3DL3*00101
KIR00222,KIR3DL3*00102
KIR00224,KIR3DL3*00103
KIR00550,KIR3DL3*00104
KIR00078,KIR3DL3*00201
KIR00079,KIR3DL3*00202
KIR00180,KIR3DL3*00203
KIR00178,KIR3DL3*00204
KIR00198,KIR3DL3*00205
KIR00218,KIR3DL3*00206
KIR00230,KIR3DL3*00207
KIR00383,KIR3DL3*00208
KIR00554,KIR3DL3*00209
KIR00560,KIR3DL3*00210
KIR00790,KIR3DL3*00211
KIR00080,KIR3DL3*0030101
KIR00303,KIR3DL3*0030102
KIR00482,KIR3DL3*0030103
KIR00642,KIR3DL3*0030104
KIR00559,KIR3DL3*00302
KIR01009,KIR3DL3*00303
KIR01014,KIR3DL3*00304
KIR00081,KIR3DL3*00401
KIR00138,KIR3DL3*0040201
KIR00486,KIR3DL3*0040202
KIR01019,KIR3DL3*00403
KIR00139,KIR3DL3*005
KIR00140,KIR3DL3*00601
KIR00191,KIR3DL3*00602
KIR00141,KIR3DL3*007
KIR00142,KIR3DL3*00801
KIR00143,KIR3DL3*00802
KIR00175,KIR3DL3*0090101
KIR00481,KIR3DL3*0090102
KIR00484,KIR3DL3*0090103
KIR00223,KIR3DL3*00902
KIR00382,KIR3DL3*00903
KIR00563,KIR3DL3*00904
KIR00612,KIR3DL3*00905
KIR01003,KIR3DL3*00906
KIR00181,KIR3DL3*01001
KIR00533,KIR3DL3*01002
KIR00923,KIR3DL3*01003
KIR00182,KIR3DL3*01101
KIR00188,KIR3DL3*01102
KIR00977,KIR3DL3*01103
KIR00976,KIR3DL3*01104
KIR01021,KIR3DL3*01105
KIR00179,KIR3DL3*012
KIR00176,KIR3DL3*01301
KIR00183,KIR3DL3*01302
KIR00184,KIR3DL3*01303
KIR00185,KIR3DL3*01304
KIR00221,KIR3DL3*01305
KIR00231,KIR3DL3*01306
KIR00225,KIR3DL3*01307
KIR00556,KIR3DL3*01308
KIR00565,KIR3DL3*01309
KIR00177,KIR3DL3*01401
KIR00186,KIR3DL3*0140201
KIR00485,KIR3DL3*0140202
KIR00626,KIR3DL3*0140203
KIR00187,KIR3DL3*01403
